"","Country","Year","gdp","fertilityrate","netmigration","unemployment","primaryeducation","mortalityratefemale","mortalityratemale","labourforce","grossfixedcapital","secondaryeducation"
"5150","Rwanda",1989,2405021932.89997,7.058,-46816,0.800000011920929,72.3656997680664,399.2,457.086,NA,321114436.861346,NA
"5151","South Asia",1989,378113107439.613,4.42321681695689,-299141,NA,86.9779968261719,225.855253726173,267.363380413028,NA,88626850104.0577,NA
"5152","Saudi Arabia",1989,95344352822.4299,5.997,182375,NA,NA,131.846,176.315,NA,17728280135.3805,NA
"5153","Sudan",1989,21408111111.1111,6.231,-224983,NA,NA,309.857,493.275,NA,1722222222.22222,NA
"5154","Senegal",1989,6366039352.58111,6.479,-12391,NA,54.6141395568848,219.347,304.746,NA,868017111.372964,NA
"5155","Singapore",1989,30465364738.6206,1.75,29014,2.34999990463257,NA,87.273,140.809,NA,9651659709.79924,NA
"5156","Solomon Islands",1989,172882435.805604,5.775,-475,NA,NA,183.385,285.429,NA,25291708.6071712,NA
"5157","Sierra Leone",1989,932974411.917142,6.571,-5079,NA,49.5159683227539,360.098,409.996,NA,79330578.6367512,NA
"5158","El Salvador",1989,4372215300,4.022,-38211,8.35000038146973,101.372016906738,176.994,462.017,NA,582507700,NA
"5159","Somalia",1989,1092392963.1951,7.424,-266281,NA,NA,337.172,514.035,NA,325533022.922524,NA
"5160","Sub-Saharan Africa (excluding high income)",1989,318055087204.897,6.38162691619819,-192976,NA,73.4936828613281,329.223824519785,408.912084057609,NA,74420630124.605,NA
"5161","Sub-Saharan Africa",1989,318360361171.872,6.38162691619819,-193279,NA,73.4964294433594,329.193372993844,408.891911186786,NA,74520330275.852,NA
"5162","Small states",1989,64542763647.156,4.09018727921292,10502,NA,101.829002380371,193.526157630507,274.217506163114,NA,NA,NA
"5163","Suriname",1989,542600000,3.304,-3846,15.5100002288818,135.242126464844,215.253,318.604,NA,NA,NA
"5164","Sweden",1989,217948315624.564,2.01,17140,1.46000003814697,98.7762832641602,65.033,117.448,4515,64110155113.3103,68.5846710205078
"5165","Eswatini",1989,696915430.663057,5.414,-7701,NA,89.6169662475586,228.022,288.104,NA,158615167.575399,NA
"5166","Seychelles",1989,304832867.393246,NA,-303,NA,96.2552719116211,131.465,284.252,NA,74038430.31399,NA
"5167","Syrian Arab Republic",1989,18609532293.9866,5.628,-12471,5.78000020980835,105.806457519531,131.112,176.394,NA,3011848552.33853,NA
"5168","Chad",1989,1433686309.82699,7.186,4925,NA,44.2023086547852,355.481,429.171,NA,81360155.9630069,NA
"5169","East Asia & Pacific (IDA & IBRD countries)",1989,621596817782.884,2.76605633321536,-637033,NA,120.86206817627,139.569289725935,208.226050711429,NA,163075741821.067,NA
"5170","Europe & Central Asia (IDA & IBRD countries)",1989,959843256699.571,2.42771684763431,-386887,NA,104.766067504883,115.172594563195,268.970928036428,NA,NA,NA
"5171","Togo",1989,1352949662.75172,6.219,0,NA,90.9096374511719,257.02,328.962,NA,241059557.698029,NA
"5172","Thailand",1989,72250877410.3183,2.152,110294,1.38999998569489,97.8066482543945,147.39,239.38,NA,25012683837.8336,NA
"5173","Turkmenistan",1989,3007518796.99248,4.447,-3927,NA,NA,168.444,283.031,NA,NA,NA
"5174","Latin America & the Caribbean (IDA & IBRD countries)",1989,863946310208.725,3.39378285237136,-923917,NA,113.559089660645,148.234363701506,239.153502098876,NA,183576696331.569,NA
"5175","Middle East & North Africa (IDA & IBRD countries)",1989,357270764208.767,5.05580575491942,17579,NA,93.5661392211914,173.069951911514,248.854700624071,NA,87108000150.7365,NA
"5176","Tonga",1989,106344854.986095,4.691,-1977,NA,NA,170.324,305.645,NA,21488279.6980532,NA
"5177","South Asia (IDA & IBRD)",1989,378113107439.613,4.42321681695689,-299141,NA,86.9779968261719,225.855253726173,267.363380413028,NA,88626850104.0577,NA
"5178","Sub-Saharan Africa (IDA & IBRD countries)",1989,318360361171.872,6.38162691619818,-193279,NA,73.4964294433594,329.193372993844,408.891911186786,NA,74520330275.852,NA
"5179","Trinidad and Tobago",1989,4323058823.52941,2.523,-8588,21.9500007629395,97.047737121582,166.538,237.931,NA,NA,NA
"5180","Tunisia",1989,10102075213.3151,3.585,7272,16.1299991607666,112.346122741699,91.668,150.147,NA,2272200568.8402,NA
"5181","Turkiye",1989,107143348667.094,3.282,-27930,8.26000022888184,105.676086425781,104.328,213.322,NA,24431959579.2014,NA
"5182","Tanzania",1989,4420168102.39306,6.289,-76094,NA,70.015007019043,298.096,393.689,NA,NA,NA
"5183","Uganda",1989,5276480985.99937,7.072,-12579,NA,70.4303283691406,395.344,517.336,NA,587600954.20815,NA
"5184","Ukraine",1989,82709161099.1244,1.935,22677,NA,NA,107.804,271.08,NA,NA,NA
"5185","Upper middle income",1989,2170714012208.62,2.71037451225969,-1021771,NA,120.097747802734,130.445578274748,218.676709822955,NA,559257818417.216,NA
"5186","Uruguay",1989,8438951476.06644,2.516,-7236,NA,107.694076538086,98.469,194.064,NA,1093082820.06124,NA
"5187","United States",1989,5.64158e+12,2.014,919737,5.30000019073486,NA,92.515,174.804,123846.1,1.242441e+12,NA
"5188","St. Vincent and the Grenadines",1989,214745002.222222,2.836,-1859,NA,NA,130.356,190.399,NA,NA,NA
"5189","Venezuela, RB",1989,43526253602.3055,3.524,42,9.73999977111816,105.673202514648,113.532,180.506,NA,7112423631.12392,NA
"5190","Vietnam",1989,6293304974.59403,3.702,-6835,NA,108.041557312012,105.618,221.16,NA,NA,13.3248901367188
"5191","Vanuatu",1989,154013202.116475,5.076,-914,NA,102.094993591309,174.006,273.944,NA,47034694.3348098,NA
"5192","World",1989,20197467559579.1,3.34875778333511,0,NA,100.136848449707,161.342422244276,236.645552817532,NA,5163930867406.81,NA
"5193","Samoa",1989,122888609.715243,4.99,-4241,NA,NA,156.839,264.631,NA,NA,NA
"5194","South Africa",1989,108055603481.557,3.983,299676,NA,105.25611114502,211.928,336.404,NA,22631070728.292,NA
"5195","Zambia",1989,3998637681.15942,6.605,-38160,NA,92.7277603149414,379.2,439.283,NA,NA,NA
"5196","Zimbabwe",1989,8286322700,5.081,1990,NA,105.565612792969,247.505,375.223,NA,1160908700,NA
"5197","Aruba",1990,764804469.273743,2.303,879,NA,NA,90.626,179.24,NA,NA,NA
"5198","Africa Eastern and Southern",1990,253226719450.555,6.1666084334135,22815,NA,72.8008193969727,330.887115629933,432.09811522325,NA,46433811941.2145,NA
"5199","Africa Western and Central",1990,121802125421.925,6.51827830946128,-529414,NA,72.3299331665039,332.765080047504,391.91102131306,NA,41280043881.9474,NA
"5200","Angola",1990,11228764963.2353,7.272,47663,NA,73.0395889282227,391.688,559.379,NA,0,NA
"5201","Albania",1990,2028553750,2.9,-52723,9.5,99.4517517089844,66.103,127.21,NA,615888125,NA
"5202","Andorra",1990,1029048481.88051,NA,1589,NA,NA,NA,NA,NA,NA,NA
"5203","Arab World",1990,644066401761.553,5.1477257387344,-2012275,NA,83.3796463012695,186.158453188013,267.331563476825,NA,136293731379.866,NA
"5204","United Arab Emirates",1990,50701443748.2975,4.537,64939,NA,107.339332580566,119.141,173.458,NA,NA,NA
"5205","Argentina",1990,141352368714.691,3.034,6021,7.05999994277954,106.91242980957,115.717,197.946,NA,19785065005.7631,NA
"5206","Armenia",1990,2256838857.60997,2.713,2119,NA,NA,111.998,224.303,NA,1000796559.59607,NA
"5207","Antigua and Barbuda",1990,459470370.37037,2.249,-1145,NA,NA,109.787,169.417,NA,NA,NA
"5208","Australia",1990,311433628318.584,1.902,95996,6.92999982833862,106.371719360352,66.314,123.906,8443.092,86142362447.095,NA
"5209","Austria",1990,166463386179.354,1.46,59606,3.25,105.301727294922,74.578,155.102,3526,42227794989.7132,NA
"5210","Azerbaijan",1990,8858006035.91566,2.74,-28017,NA,114.629417419434,157.658,314.24,NA,1794561932.24212,NA
"5211","Burundi",1990,1132101252.51817,7.365,-39996,0.479999989271164,68.6155471801758,424.645,508.475,NA,172567224.314619,3.12327003479004
"5212","Belgium",1990,205331747947.851,1.62,6752,7.25,101.058532714844,75.087,138.666,4091,49239336069.5316,NA
"5213","Benin",1990,1959965243.76269,6.732,-337,NA,51.2549285888672,245.912,342.23,NA,247377920.318749,NA
"5214","Burkina Faso",1990,3101300641.87512,7.009,-33043,NA,32.5255012512207,307.811,356.84,NA,550199633.959293,NA
"5215","Bangladesh",1990,31598341233.463,4.479,-200144,NA,83.7970123291016,300.049,248.913,NA,5200668451.78662,NA
"5216","Bulgaria",1990,20632090909.0909,1.82,-29479,1.70000004768372,94.6826782226563,98.081,219.412,NA,4387227272.72727,NA
"5217","Bahrain",1990,4229787234.04255,3.758,4605,NA,110.33341217041,119.003,129.677,NA,800531914.893617,NA
"5218","Bahamas, The",1990,3.166e+09,2.527,241,7.76999998092651,98.3410110473633,156.747,259.214,NA,811370000,71.1999969482422
"5219","Belarus",1990,2.165e+10,1.913,4246,NA,94.0824508666992,107.204,281.951,NA,4.75e+09,NA
"5220","Belize",1990,549500000,4.698,-1793,NA,112.735298156738,131.98,179.999,NA,120500000,NA
"5221","Bermuda",1990,1592400000,NA,-96,NA,NA,NA,NA,NA,NA,NA
"5222","Bolivia",1990,4867582597.52327,4.89,-21915,6.69000005722046,105.712646484375,238.569,299.363,NA,611294834.160717,NA
"5223","Brazil",1990,390725626002.866,2.905,6457,3.69000005722046,NA,155.032,244.86,NA,80737919535.9522,NA
"5224","Barbados",1990,2012131457.26644,1.74,-1295,8.15999984741211,114.466918945313,105.871,175.302,NA,301944016.307861,NA
"5225","Brunei Darussalam",1990,3520551724.13793,3.29,1670,NA,NA,147.65,191.778,NA,657655172.413793,NA
"5226","Bhutan",1990,287658184.003427,5.604,-996,NA,NA,284.279,332.247,NA,67740108.8706333,NA
"5227","Botswana",1990,3790567051.86778,4.487,4144,NA,111.03426361084,283.111,448.144,NA,1226471378.66165,NA
"5228","Central African Republic",1990,1440711395.67069,6.045,2000,NA,72.771728515625,348.399,424.99,NA,170187258.874449,NA
"5229","Canada",1990,593929550908.468,1.83,145270,8.13000011444092,104.281776428223,69.678,127.319,14244.64,129376071306.136,NA
"5230","Central Europe and the Baltics",1990,256288070611.516,1.93087793074046,-132482,NA,94.8811416625977,105.440340147431,253.345493346708,NA,NA,NA
"5231","Switzerland",1990,265763573999.424,1.58,58538,2.0699999332428,89.6636505126953,62.312,126.484,NA,87572145839.332,NA
"5232","Chile",1990,33113887818.957,2.579,-5253,5.63000011444092,102.629890441895,95.141,193.695,4824.348,7940558843.55526,NA
"5233","China",1990,360857912565.966,2.514,-290067,2.5,127.548782348633,123.608,191.003,NA,86565315650.0956,36.4000015258789
"5234","Cote d'Ivoire",1990,10795850106.9547,6.73,62979,NA,71.7442016601563,318.626,389.642,NA,917878491.821198,NA
"5235","Cameroon",1990,12314482085.0878,6.392,-8163,NA,98.8777618408203,304.686,345.614,NA,2134686476.91512,NA
"5236","Congo, Dem. Rep.",1990,9349764580.41173,6.702,183750,NA,61.7751083374023,345.607,393.723,NA,NA,NA
"5237","Congo, Rep.",1990,2798746050.58236,5.214,-400,NA,124.014221191406,359.34,428.173,NA,482251123.938928,NA
"5238","Colombia",1990,47844090709.9908,3.082,-17237,NA,107.510299682617,124.22,265.112,NA,9115491976.26727,NA
"5239","Comoros",1990,429622147.743446,6.497,-1194,NA,99.0536422729492,295.235,327.209,NA,73535899.1267619,NA
"5240","Cabo Verde",1990,306891107.262039,5.392,-3499,23,126.174957275391,203.173,262.138,NA,NA,NA
"5241","Costa Rica",1990,5711687786.75989,3.205,7941,4.51000022888184,101.311073303223,71.801,114.401,NA,1278902119.29211,NA
"5242","Caribbean small states",1990,18149092106.448,2.80293409895986,-73598,15.6949696542974,104.392280578613,156.664418638211,213.531271793376,NA,NA,NA
"5243","Cuba",1990,28645436569.1489,1.804,-15438,NA,99.1018371582031,122.964,171.827,NA,7022687234.04255,NA
"5244","Cyprus",1990,5591130217.66965,2.405,2551,1.79999995231628,82.3722915649414,99.689,150.175,NA,1375850704.22535,NA
"5245","Czechia",1990,40728950704.6176,1.9,-4187,0.699999988079071,93.1996536254883,95.017,230.775,5034,10134857349.7466,NA
"5246","Germany",1990,1771671206875.68,1.45,479954,4.8899998664856,NA,77.112,158.105,30771,432689502481.54,NA
"5247","Djibouti",1990,452328087.282876,5.982,49970,NA,33.2979583740234,281.305,350.113,NA,NA,NA
"5248","Dominica",1990,201429629.62963,NA,-1553,NA,106.540168762207,113.320444611404,154.176853397986,NA,NA,NA
"5249","Denmark",1990,138247285815.855,1.67,9449,8.34000015258789,97.6850814819336,101.117,155.211,2897.5,28225247390.3629,NA
"5250","Dominican Republic",1990,7073675544.79021,3.411,-27399,NA,NA,161.294,234.53,NA,1631285364.26871,NA
"5251","Algeria",1990,62048562947.2509,4.556,-21641,21.2600002288818,92.5934371948242,169.493,198.029,NA,16734580106.0564,NA
"5252","East Asia & Pacific (excluding high income)",1990,667366875607.406,2.73376370442121,-229881,2.7608813415858,119.268142700195,137.224906547788,204.730233522818,NA,178770725353.805,NA
"5253","Early-demographic dividend",1990,1860045176631.34,4.24467198412955,1283931,NA,93.5621566772461,205.912312809682,261.566462640104,NA,388702608489.479,NA
"5254","East Asia & Pacific",1990,4738186814505.08,2.60167187141242,78472,2.74064849475147,117.672088623047,128.429206413554,196.831028410251,NA,1579016696864.39,NA
"5255","Europe & Central Asia (excluding high income)",1990,893026222401.701,2.38811974840051,-252265,NA,106.704460144043,118.476271917588,280.65163609461,NA,238194815027.58,NA
"5256","Europe & Central Asia",1990,8860593304054.82,1.96461461177792,353755,NA,103.870651245117,95.2186266003109,214.721962473368,NA,2168311209777.61,NA
"5257","Ecuador",1990,15239278100.3502,3.744,-15159,5.88000011444092,122.89900970459,138.035,216.034,NA,2789792314.84404,35.9104804992676
"5258","Egypt, Arab Rep.",1990,42978914311.3504,4.484,6995,8.43000030517578,91.0153274536133,162.998,242.398,NA,11732705248.9906,NA
"5259","Euro area",1990,5880688023843.26,1.53435710394078,592953,8.24723582911887,103.708290100098,70.5582729249825,154.963818872012,NA,1407726967919.65,NA
"5260","Spain",1990,536558591250.408,1.36,-38206,16.2700004577637,104.473052978516,59.548,144.769,15378.8,138180298726.738,NA
"5261","Ethiopia",1990,12175166763.285,7.238,296018,NA,35.2561683654785,387.194,475.66,NA,NA,NA
"5262","European Union",1990,6498415977679.83,1.63522458321893,516313,7.44071781016614,101.86311340332,78.7165690333881,175.134787956461,NA,1566706761876.72,NA
"5263","Fragile and conflict affected situations",1990,551335807740.654,5.61810182445524,-1526038,NA,73.6150131225586,283.818238037775,380.019445797363,NA,110504658103.016,NA
"5264","Finland",1990,141438345513.917,1.78,8864,3.0699999332428,98.4718017578125,70.355,183.067,2574,41977919452.6512,50.6263313293457
"5265","Fiji",1990,1337024782.22702,3.414,-10612,NA,NA,201.566,302.98,NA,167330677.290837,NA
"5266","France",1990,1269179616913.63,1.77,11404,9.35999965667725,111.446891784668,68.981,167.565,24953.46,296767859294.061,48.3541107177734
"5267","Micronesia, Fed. Sts.",1990,147200000,4.958,-995,NA,NA,129.992,231.753,NA,NA,NA
"5268","Gabon",1990,5952293765.94088,5.459,995,NA,NA,258.192,292.782,NA,1276698329.65633,NA
"5269","United Kingdom",1990,1093169389204.55,1.83,-701,6.96999979019165,106.831497192383,78.124,129.27,28792,256923757102.273,NA
"5270","Georgia",1990,7753501867.76095,2.306,-108964,NA,NA,105.036,262.996,NA,1809150435.81089,NA
"5271","Ghana",1990,5889174825.487,5.712,-46822,NA,71.3804779052734,279.931,326.167,NA,847228975.121186,NA
"5272","Guinea",1990,2666750685.8495,6.627,107641,NA,31.811710357666,336.576,354.245,NA,493754092.716279,NA
"5273","Gambia, The",1990,317083373.524559,6.218,11239,NA,58.6482582092285,309.985,368.546,NA,70846554.1312349,NA
"5274","Guinea-Bissau",1990,243961995.512687,6.507,-8150,NA,NA,323.589,396.461,NA,73007624.4180607,NA
"5275","Equatorial Guinea",1990,112119406.548331,5.987,3506,NA,NA,320.921,377.6,NA,NA,NA
"5276","Greece",1990,97891092003.4394,1.39,74412,7.01999998092651,94.6740417480469,55.632,114.09,3993.381,24262994411.006,NA
"5277","Grenada",1990,278098762.962963,3.489,-1998,NA,117.179862976074,138.783,217.658,NA,NA,NA
"5278","Greenland",1990,1018970364.86443,2.444,-672,NA,NA,NA,NA,NA,NA,NA
"5279","Guatemala",1990,7650125217.35253,5.48,-30399,NA,72.5792617797852,201.537,312.104,NA,993133889.161354,NA
"5280","Guyana",1990,396582263.291139,3.069,-21639,NA,NA,242.506,344.962,NA,109898739.240506,NA
"5281","High income",1990,18982696446957.7,1.85068028902055,1605133,5.78534960708703,102.150329589844,79.9786988559776,162.633911788257,NA,4832883373967.92,NA
"5282","Hong Kong SAR, China",1990,76928290841.8701,1.272,42265,1.32000005245209,108.949363708496,64.278,116.992,NA,20166499781.7659,NA
"5283","Honduras",1990,4923009551.55642,5.291,-15350,4.78000020980835,104.535346984863,177.675,242.283,NA,944780090.223735,NA
"5284","Heavily indebted poor countries (HIPC)",1990,161135353538.487,6.58176610361009,-1673421,NA,60.9452590942383,335.912669619538,416.378751066738,NA,23731277184.8295,NA
"5285","Haiti",1990,3096289800,5.483,-26101,11.25,NA,332.147,372.099,NA,NA,NA
"5286","IBRD only",1990,3572053126550.84,3.14589788992196,171261,NA,108.497100830078,154.495971110705,234.863200355697,NA,820483378370.738,NA
"5287","IDA & IBRD total",1990,3941471329723.28,3.64872349125531,-1708073,NA,99.3905181884766,179.137010086758,254.184181937031,NA,903850476798.48,NA
"5288","IDA total",1990,369261013309.464,5.9550666002671,-1879334,NA,72.9659881591797,296.511764453819,348.377481182538,NA,87476728016.3745,NA
"5289","IDA blend",1990,146299175327.622,6.10803882557197,28370,NA,80.2143783569336,259.968683863514,311.965049780501,NA,50497079730.5868,NA
"5290","Indonesia",1990,106140727356.675,3.098,11542,2.53999996185303,114.34130859375,189.582,233.257,77801.69,32427650218.8178,19.0963802337646
"5291","IDA only",1990,223361826942.253,5.87973179437483,-1907704,NA,69.4859085083008,314.599715832018,367.185188260274,NA,33648357937.6549,NA
"5292","India",1990,320979026420.035,4.045,108465,NA,91.4403076171875,216.377,267.505,NA,83718295868.55,NA
"5293","Ireland",1990,49305632408.4929,2.11,-8183,14.0799999237061,101.201301574707,80.635,133.277,1322.9,9472713299.46594,NA
"5294","Iran, Islamic Rep.",1990,124813263926.225,4.863,1375419,NA,105.050331115723,183.57,254.133,NA,33678591673.2982,NA
"5295","Iraq",1990,180408064516.129,5.884,-601469,NA,NA,208.619,427.144,NA,20064470967.7419,NA
"5296","Iceland",1990,6468736355.55678,2.3,-969,NA,101.414436340332,78.001,116.7,128.3,1408226968.72887,NA
"5297","Italy",1990,1181222653522.95,1.33,21268,9.77999973297119,98.3280410766602,61.131,130.512,23966,263320804783.452,NA
"5298","Jamaica",1990,4592224067.37194,2.854,-26080,15.7200002670288,102.698760986328,119.746,145.104,NA,1163961581.29176,NA
"5299","Jordan",1990,4160162724.12234,5.478,66103,NA,97.6138687133789,137.639,175.186,NA,1045803827.03028,NA
"5300","Japan",1990,3132817652848.04,1.54,26291,2.09999990463257,100.02808380127,53.461,108.765,63835.83,1113670942901.05,NA
"5301","Kazakhstan",1990,26932729102.7371,2.72,-108425,NA,115.67147064209,157.985,340.997,NA,NA,NA
"5302","Kenya",1990,8572359162.74408,6.129,-11341,NA,98.7761535644531,274.441,340.666,NA,1770037661.27853,NA
